"車站日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,臺大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿中心,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2015/1/21,"5,460 ","16,840 ","32,608 ","47,156 ","23,257 ","14,523 ","11,536 ","4,059 ","3,276 ","13,145 ","2,393 ","4,619 ","6,318 ","10,525 ","9,953 ","17,139 ","15,049 ","5,574 ","7,997 ","3,180 ","7,457 ","8,103 ","3,187 ","34,764 ","1,871 ","12,096 ","11,064 ","15,048 ","20,598 ","14,467 ","8,991 ","26,957 ","19,027 ","32,448 ","26,970 ","6,987 ","34,140 ","26,547 ","25,443 ","20,447 ","24,658 ","137,310 ","33,767 ","22,277 ","25,195 ","24,941 ","33,281 ","29,064 ","24,032 ","13,671 ","30,792 ","7,796 ","8,797 ","17,853 ","7,566 ","3,643 ","2,676 ","10,883 ","9,724 ","7,864 ","33,967 ",0 ,"15,197 ","6,685 ","19,563 ","18,650 ","27,345 ","33,398 ","40,432 ","24,728 ","27,872 ","61,909 ","19,951 ","30,087 ","38,149 ","22,945 ","54,950 ","20,192 ","18,203 ","15,209 ","11,840 ","10,260 ","23,575 ","15,144 ","6,624 ","5,253 ","35,669 ","17,384 ","17,211 ","17,492 ","8,040 ","10,014 ","4,970 ","4,221 ","4,128 ","8,606 ","7,988 ","12,324 ","15,980 ","26,581 ","21,694 ","11,481 ","11,561 ","11,358 ","11,802 ","11,158 ","8,162 ","7,953 ",,,,,,,,,,,
2015/1/22,"5,568 ","16,661 ","33,510 ","48,317 ","23,418 ","14,745 ","11,960 ","4,063 ","3,243 ","13,136 ","2,403 ","4,489 ","6,763 ","10,832 ","10,543 ","17,398 ","14,878 ","5,499 ","7,927 ","3,357 ","7,520 ","8,254 ","3,257 ","38,023 ","1,987 ","12,143 ","10,766 ","15,313 ","20,544 ","14,219 ","8,957 ","26,827 ","19,043 ","32,074 ","28,133 ","6,832 ","34,296 ","25,332 ","25,572 ","20,172 ","24,484 ","138,565 ","34,077 ","22,048 ","25,428 ","25,307 ","34,308 ","28,648 ","23,278 ","13,211 ","30,408 ","7,857 ","8,872 ","18,022 ","7,960 ","3,602 ","2,736 ","10,988 ","9,706 ","7,681 ","34,159 ",0 ,"14,793 ","6,531 ","19,776 ","18,449 ","28,147 ","33,688 ","40,287 ","24,651 ","27,412 ","61,533 ","20,497 ","30,372 ","38,700 ","23,847 ","56,815 ","21,125 ","18,333 ","14,988 ","11,970 ","10,265 ","23,932 ","15,022 ","6,461 ","5,318 ","35,828 ","18,083 ","17,324 ","17,567 ","7,880 ","10,104 ","5,105 ","4,408 ","4,082 ","8,523 ","7,867 ","12,528 ","15,986 ","26,704 ","22,209 ","11,448 ","11,573 ","11,317 ","11,611 ","10,974 ","8,197 ","8,243 ",,,,,,,,,,,
2015/1/23,"6,209 ","17,498 ","34,577 ","53,367 ","24,206 ","15,428 ","12,451 ","4,297 ","3,417 ","13,798 ","2,621 ","4,666 ","7,516 ","11,462 ","11,744 ","18,310 ","15,781 ","6,329 ","8,645 ","3,594 ","8,049 ","8,853 ","3,282 ","34,880 ","3,229 ","13,145 ","11,880 ","16,453 ","22,437 ","15,793 ","9,860 ","29,572 ","20,776 ","33,756 ","29,958 ","7,162 ","36,471 ","28,482 ","26,853 ","21,853 ","25,134 ","155,803 ","37,931 ","22,917 ","27,232 ","29,071 ","37,258 ","31,602 ","25,653 ","13,830 ","32,030 ","8,264 ","9,042 ","19,510 ","8,831 ","3,723 ","2,762 ","11,229 ","10,201 ","8,293 ","36,501 ",0 ,"16,253 ","7,139 ","21,156 ","19,185 ","30,216 ","37,547 ","42,835 ","26,275 ","29,052 ","69,993 ","21,447 ","31,901 ","42,008 ","25,160 ","60,930 ","21,838 ","19,415 ","16,334 ","12,598 ","11,246 ","25,534 ","16,081 ","7,097 ","5,611 ","36,741 ","19,184 ","18,386 ","19,222 ","8,444 ","11,188 ","5,638 ","4,653 ","4,386 ","8,952 ","8,666 ","14,255 ","16,756 ","27,612 ","23,507 ","12,332 ","12,399 ","12,344 ","12,530 ","12,268 ","8,870 ","8,926 ",,,,,,,,,,,
2015/1/24,"4,483 ","12,110 ","21,830 ","54,567 ","14,247 ","10,775 ","9,164 ","3,820 ","2,799 ","10,167 ","2,225 ","3,649 ","10,670 ","8,646 ","13,689 ","7,370 ","7,532 ","4,469 ","8,294 ","4,369 ","6,429 ","7,275 ","1,710 ","22,565 ","2,095 ","13,445 ","10,324 ","14,226 ","17,137 ","16,918 ","8,920 ","32,042 ","21,131 ","29,213 ","24,169 ","3,859 ","32,776 ","24,114 ","22,969 ","19,153 ","14,119 ","164,809 ","37,785 ","20,540 ","20,120 ","26,421 ","42,882 ","30,481 ","22,945 ","10,504 ","26,400 ","6,849 ","7,245 ","16,759 ","10,280 ","3,750 ","2,025 ","8,637 ","9,807 ","6,962 ","45,148 ",0 ,"14,134 ","6,624 ","17,988 ","14,586 ","28,565 ","37,551 ","37,423 ","22,353 ","30,010 ","75,810 ","14,117 ","30,143 ","37,581 ","22,249 ","55,204 ","16,226 ","17,139 ","10,711 ","9,991 ","9,114 ","26,222 ","12,483 ","10,209 ","4,509 ","20,611 ","16,348 ","13,872 ","20,410 ","7,785 ","10,511 ","5,124 ","2,590 ","3,898 ","7,431 ","8,769 ","11,538 ","13,332 ","21,366 ","22,488 ","10,662 ","11,179 ","11,748 ","10,881 ","11,137 ","7,680 ","8,110 ",,,,,,,,,,,
2015/1/25,"4,442 ","9,785 ","15,833 ","43,664 ","11,145 ","8,291 ","7,217 ","3,149 ","2,560 ","7,612 ","1,974 ","2,991 ","11,167 ","5,997 ","11,250 ","5,447 ","5,924 ","3,589 ","6,908 ","3,973 ","5,199 ","5,908 ","1,454 ","20,448 ","1,982 ","12,230 ","8,577 ","11,634 ","13,410 ","12,219 ","7,459 ","27,028 ","16,660 ","22,518 ","20,521 ","3,099 ","26,958 ","19,762 ","19,071 ","15,869 ","10,664 ","153,626 ","31,367 ","14,977 ","18,686 ","23,593 ","36,232 ","26,001 ","22,085 ","7,693 ","20,656 ","5,433 ","6,332 ","14,218 ","10,013 ","2,894 ","1,718 ","7,074 ","7,543 ","5,804 ","43,041 ",0 ,"12,766 ","5,565 ","15,541 ","11,437 ","24,031 ","33,874 ","31,256 ","17,867 ","26,059 ","67,965 ","13,475 ","25,346 ","29,035 ","18,525 ","47,743 ","13,102 ","14,123 ","8,657 ","8,239 ","8,076 ","20,809 ","9,485 ","9,561 ","3,430 ","15,328 ","9,857 ","10,859 ","15,425 ","6,386 ","8,600 ","4,057 ","1,961 ","3,157 ","6,398 ","7,093 ","10,098 ","10,177 ","16,528 ","18,854 ","8,795 ","9,441 ","9,215 ","8,821 ","9,364 ","6,509 ","6,508 ",,,,,,,,,,,
2015/1/26,"5,323 ","15,690 ","31,437 ","45,364 ","22,796 ","14,098 ","11,126 ","3,874 ","3,187 ","12,582 ","2,279 ","4,447 ","5,279 ","8,290 ","9,369 ","15,004 ","14,282 ","5,453 ","7,642 ","3,039 ","7,245 ","7,902 ","3,097 ","29,106 ","1,911 ","11,467 ","11,011 ","14,609 ","20,098 ","13,868 ","8,681 ","24,612 ","17,878 ","31,748 ","26,581 ","6,876 ","32,976 ","25,225 ","24,312 ","19,771 ","24,285 ","139,672 ","32,038 ","22,298 ","24,536 ","23,977 ","30,137 ","26,436 ","22,179 ","13,193 ","29,698 ","7,862 ","8,440 ","16,758 ","6,971 ","3,542 ","2,742 ","10,550 ","9,109 ","7,377 ","32,337 ",0 ,"14,623 ","6,715 ","19,382 ","18,193 ","26,621 ","32,598 ","39,038 ","23,884 ","27,124 ","60,546 ","18,546 ","28,166 ","36,537 ","22,556 ","55,606 ","19,624 ","17,948 ","15,037 ","11,233 ","9,893 ","23,311 ","14,227 ","6,219 ","5,354 ","34,830 ","17,316 ","16,968 ","16,490 ","6,999 ","9,514 ","4,745 ","4,125 ","3,775 ","8,148 ","7,725 ","12,383 ","15,634 ","25,805 ","20,564 ","11,296 ","11,238 ","11,153 ","11,254 ","10,859 ","7,593 ","7,695 ",,,,,,,,,,,
2015/1/27,"5,466 ","16,898 ","34,810 ","49,578 ","24,493 ","15,242 ","12,084 ","4,258 ","3,302 ","13,528 ","2,345 ","4,458 ","5,628 ","8,922 ","11,283 ","15,912 ","15,682 ","6,270 ","8,704 ","3,029 ","8,265 ","9,150 ","3,319 ","31,009 ","2,350 ","12,108 ","11,564 ","16,033 ","22,138 ","14,893 ","9,488 ","28,438 ","19,297 ","34,161 ","29,551 ","7,272 ","36,229 ","27,279 ","26,825 ","21,550 ","25,121 ","145,969 ","34,983 ","23,010 ","25,362 ","24,733 ","32,816 ","29,356 ","23,822 ","14,011 ","31,060 ","8,241 ","9,163 ","17,700 ","7,653 ","3,789 ","2,869 ","10,807 ","9,706 ","7,420 ","32,766 ",0 ,"15,623 ","6,980 ","20,837 ","19,481 ","29,758 ","36,082 ","41,958 ","25,638 ","27,934 ","72,291 ","19,850 ","29,654 ","40,253 ","24,084 ","58,158 ","21,696 ","18,692 ","15,773 ","11,881 ","9,569 ","26,329 ","15,981 ","6,453 ","5,682 ","37,003 ","19,579 ","18,591 ","18,273 ","7,928 ","10,116 ","5,230 ","4,570 ","4,061 ","9,334 ","8,951 ","12,958 ","16,582 ","27,408 ","22,527 ","12,260 ","12,096 ","12,206 ","12,397 ","11,777 ","8,047 ","8,423 ",,,,,,,,,,,
2015/1/28,"5,497 ","16,437 ","33,652 ","50,399 ","21,167 ","14,790 ","11,664 ","4,234 ","3,280 ","13,027 ","2,357 ","3,853 ","6,186 ","8,329 ","10,475 ","15,904 ","14,093 ","4,942 ","8,322 ","2,994 ","8,130 ","7,793 ","3,562 ","31,735 ","1,968 ","11,893 ","11,570 ","15,718 ","20,316 ","14,304 ","9,392 ","27,827 ","19,096 ","34,652 ","28,788 ","6,878 ","34,647 ","26,394 ","25,986 ","20,763 ","25,562 ","150,010 ","35,448 ","23,514 ","24,608 ","25,047 ","34,435 ","27,468 ","24,614 ","12,899 ","30,939 ","7,770 ","8,926 ","17,353 ","7,407 ","3,551 ","2,689 ","10,891 ","9,725 ","7,396 ","32,654 ",0 ,"15,420 ","6,838 ","19,520 ","18,860 ","29,094 ","34,973 ","41,512 ","25,114 ","27,770 ","66,381 ","19,111 ","31,078 ","40,596 ","24,726 ","58,905 ","19,854 ","18,366 ","15,608 ","11,217 ","9,711 ","33,234 ","15,707 ","6,593 ","5,652 ","35,981 ","16,528 ","18,499 ","18,256 ","7,685 ","10,267 ","5,252 ","4,407 ","4,098 ","8,661 ","8,261 ","12,086 ","15,796 ","26,426 ","22,257 ","11,753 ","11,552 ","11,766 ","11,581 ","11,244 ","7,925 ","7,923 ",,,,,,,,,,,
2015/1/29,"5,668 ","16,650 ","33,694 ","50,427 ","20,845 ","14,686 ","11,749 ","4,166 ","3,280 ","12,703 ","2,460 ","3,896 ","8,630 ","8,617 ","10,801 ","15,620 ","14,242 ","4,875 ","8,127 ","3,439 ","7,852 ","8,051 ","3,413 ","30,603 ","2,047 ","12,609 ","11,505 ","15,308 ","20,716 ","14,399 ","9,289 ","27,987 ","19,379 ","33,729 ","29,264 ","6,593 ","35,023 ","26,885 ","26,121 ","21,214 ","24,422 ","151,643 ","36,181 ","24,460 ","25,525 ","25,097 ","37,684 ","30,333 ","23,999 ","12,679 ","30,743 ","8,069 ","9,019 ","17,796 ","8,005 ","3,712 ","2,678 ","10,753 ","9,615 ","7,492 ","35,953 ",0 ,"15,593 ","6,790 ","19,797 ","18,569 ","29,076 ","35,371 ","41,472 ","25,315 ","28,499 ","65,891 ","18,343 ","30,903 ","39,620 ","24,756 ","58,436 ","19,254 ","18,454 ","15,219 ","11,084 ","10,290 ","33,623 ","15,486 ","7,553 ","5,436 ","35,349 ","17,173 ","18,117 ","18,957 ","7,476 ","10,354 ","5,520 ","4,449 ","4,161 ","8,658 ","8,323 ","12,260 ","15,820 ","26,527 ","22,485 ","11,968 ","11,916 ","11,882 ","11,573 ","11,271 ","7,899 ","8,259 ",,,,,,,,,,,
2015/1/30,"6,140 ","17,611 ","34,238 ","55,869 ","21,170 ","14,928 ","12,079 ","4,211 ","3,436 ","13,382 ","2,440 ","4,041 ","7,623 ","9,756 ","12,699 ","16,257 ","14,402 ","5,191 ","8,872 ","3,472 ","8,129 ","8,204 ","3,716 ","33,842 ","2,014 ","12,860 ","12,034 ","15,944 ","21,656 ","15,648 ","9,856 ","31,063 ","21,148 ","34,978 ","29,899 ","6,573 ","36,951 ","28,053 ","27,445 ","21,612 ","24,439 ","168,693 ","39,023 ","24,805 ","26,069 ","26,822 ","38,512 ","29,639 ","25,549 ","12,726 ","30,885 ","8,080 ","9,123 ","19,029 ","8,540 ","3,780 ","2,675 ","11,227 ","9,919 ","7,966 ","34,942 ",0 ,"16,354 ","7,086 ","20,538 ","19,068 ","30,340 ","38,218 ","43,111 ","26,319 ","29,053 ","73,719 ","19,202 ","32,373 ","42,667 ","26,501 ","62,502 ","21,487 ","19,168 ","15,828 ","11,794 ","10,628 ","34,138 ","16,495 ","7,134 ","6,046 ","36,485 ","17,508 ","18,577 ","19,701 ","8,084 ","10,841 ","5,545 ","4,579 ","4,187 ","8,852 ","8,553 ","13,520 ","17,422 ","27,729 ","23,560 ","12,207 ","12,174 ","12,633 ","12,098 ","11,726 ","8,239 ","8,854 ",,,,,,,,,,,
2015/1/31,"4,789 ","11,977 ","23,081 ","59,610 ","19,046 ","10,673 ","9,069 ","3,866 ","2,808 ","10,013 ","1,908 ","3,065 ","8,343 ","7,538 ","13,189 ","6,732 ","8,040 ","4,777 ","8,205 ","3,135 ","6,808 ","7,695 ","2,016 ","26,193 ","2,245 ","12,097 ","10,115 ","14,136 ","17,176 ","14,474 ","8,911 ","31,298 ","20,904 ","29,556 ","25,465 ","4,013 ","33,881 ","24,150 ","23,334 ","19,871 ","14,420 ","175,505 ","39,413 ","22,456 ","21,433 ","41,779 ","41,516 ","29,056 ","22,459 ","10,504 ","26,124 ","6,590 ","7,117 ","15,833 ","9,625 ","3,404 ","1,916 ","7,734 ","9,102 ","5,924 ","36,476 ",0 ,"14,289 ","6,583 ","18,668 ","14,614 ","29,175 ","38,149 ","37,254 ","21,990 ","29,893 ","78,595 ","15,149 ","30,048 ","39,254 ","23,820 ","60,129 ","17,193 ","17,120 ","11,018 ","9,580 ","8,191 ","40,926 ","13,159 ","8,695 ","4,726 ","22,245 ","15,393 ","13,961 ","19,367 ","7,555 ","11,322 ","5,042 ","2,705 ","3,717 ","8,024 ","8,714 ","11,848 ","12,765 ","20,556 ","22,426 ","10,905 ","11,583 ","12,202 ","10,553 ","11,044 ","7,337 ","8,183 ",,,,,,,,,,,
2015/2/1,"4,560 ","9,674 ","16,308 ","47,162 ","15,911 ","8,621 ","7,580 ","3,286 ","2,549 ","7,505 ","1,751 ","2,943 ","10,474 ","5,695 ","11,410 ","5,033 ","6,208 ","4,735 ","6,879 ","3,459 ","5,449 ","6,380 ","1,760 ","18,317 ","2,495 ","12,380 ","8,856 ","11,828 ","13,445 ","12,111 ","7,607 ","29,574 ","17,125 ","22,776 ","22,384 ","3,485 ","28,577 ","19,958 ","19,219 ","16,794 ","11,628 ","159,268 ","32,580 ","14,969 ","20,438 ","34,792 ","38,113 ","25,450 ","21,908 ","8,829 ","21,836 ","5,572 ","5,990 ","14,241 ","8,918 ","3,004 ","1,791 ","6,921 ","7,795 ","5,904 ","40,697 ",0 ,"12,962 ","5,939 ","16,863 ","11,732 ","24,173 ","34,436 ","31,153 ","18,293 ","26,873 ","68,180 ","12,709 ","25,613 ","29,693 ","18,516 ","53,307 ","13,833 ","14,516 ","8,841 ","8,460 ","8,046 ","37,020 ","10,067 ","9,406 ","3,765 ","17,108 ","9,709 ","11,061 ","16,310 ","6,915 ","8,940 ","4,189 ","2,036 ","3,250 ","6,626 ","7,531 ","10,485 ","10,446 ","17,349 ","19,599 ","9,253 ","10,535 ","9,790 ","9,165 ","9,651 ","6,688 ","7,088 ",,,,,,,,,,,
2015/2/2,"5,468 ","16,093 ","32,429 ","50,189 ","23,423 ","14,127 ","11,067 ","3,963 ","3,222 ","12,735 ","2,383 ","3,897 ","6,138 ","8,527 ","10,302 ","15,091 ","13,700 ","5,883 ","8,032 ","3,319 ","7,665 ","7,914 ","3,271 ","29,226 ","2,522 ","11,981 ","11,131 ","15,285 ","19,489 ","14,040 ","8,996 ","25,705 ","18,389 ","33,445 ","28,376 ","6,474 ","33,875 ","24,647 ","25,455 ","20,091 ","24,979 ","145,661 ","34,025 ","22,522 ","25,591 ","23,776 ","33,918 ","27,708 ","22,787 ","13,051 ","29,593 ","7,689 ","8,719 ","17,086 ","6,845 ","3,467 ","2,602 ","10,363 ","9,351 ","7,395 ","36,374 ",0 ,"14,972 ","6,772 ","19,899 ","18,231 ","27,938 ","33,989 ","39,746 ","24,320 ","28,156 ","66,768 ","19,109 ","29,091 ","37,700 ","23,593 ","57,118 ","18,061 ","17,868 ","14,623 ","10,554 ","10,039 ","25,189 ","14,619 ","7,366 ","5,361 ","36,143 ","15,924 ","17,104 ","18,217 ","7,063 ","10,250 ","4,847 ","4,187 ","3,837 ","8,165 ","8,077 ","11,803 ","14,831 ","25,457 ","21,213 ","11,530 ","12,158 ","11,393 ","11,028 ","10,835 ","7,758 ","8,164 ",,,,,,,,,,,
2015/2/3,"5,654 ","18,343 ","35,015 ","51,598 ","24,936 ","15,258 ","12,184 ","4,258 ","3,309 ","13,259 ","2,446 ","3,832 ","7,779 ","8,244 ","11,390 ","16,275 ","14,445 ","4,830 ","8,371 ","2,967 ","7,951 ","8,072 ","4,023 ","33,583 ","1,960 ","11,965 ","11,513 ","15,907 ","20,476 ","14,522 ","9,640 ","27,020 ","19,631 ","34,461 ","30,846 ","6,893 ","35,494 ","26,433 ","26,293 ","20,672 ","25,427 ","147,696 ","35,704 ","23,063 ","24,677 ","24,603 ","35,545 ","29,273 ","23,518 ","12,588 ","30,112 ","8,044 ","9,063 ","17,264 ","7,490 ","3,583 ","2,790 ","10,541 ","9,297 ","7,384 ","32,440 ",0 ,"15,806 ","6,648 ","19,381 ","18,521 ","29,328 ","35,071 ","41,462 ","24,904 ","28,642 ","67,645 ","19,726 ","31,706 ","39,835 ","24,949 ","59,466 ","19,924 ","19,069 ","15,611 ","11,223 ","9,969 ","26,603 ","15,887 ","6,720 ","5,820 ","36,984 ","20,361 ","18,285 ","18,559 ","7,379 ","9,964 ","5,142 ","4,451 ","4,089 ","8,633 ","8,460 ","12,198 ","15,512 ","26,923 ","21,955 ","11,669 ","11,227 ","12,022 ","11,782 ","11,324 ","7,838 ","8,405 ",,,,,,,,,,,
2015/2/4,"5,501 ","17,713 ","34,535 ","51,359 ","22,248 ","15,099 ","11,637 ","4,218 ","3,508 ","13,229 ","2,391 ","3,773 ","6,723 ","8,354 ","11,079 ","15,901 ","14,256 ","4,862 ","8,234 ","3,090 ","7,995 ","8,323 ","4,212 ","33,854 ","1,940 ","11,878 ","11,529 ","15,656 ","20,550 ","14,843 ","9,669 ","26,694 ","19,747 ","34,440 ","30,113 ","6,880 ","35,403 ","26,802 ","27,033 ","21,078 ","25,725 ","148,315 ","36,180 ","23,471 ","24,524 ","23,786 ","35,364 ","28,008 ","24,323 ","12,553 ","30,481 ","7,871 ","8,775 ","17,291 ","7,424 ","3,716 ","2,688 ","10,538 ","9,538 ","7,382 ","32,017 ",0 ,"15,507 ","6,971 ","19,602 ","18,855 ","28,858 ","35,424 ","42,180 ","25,268 ","27,657 ","69,063 ","21,332 ","31,424 ","40,076 ","24,343 ","57,055 ","19,326 ","18,572 ","15,390 ","11,180 ","10,082 ","27,857 ","15,858 ","6,642 ","5,941 ","35,925 ","20,557 ","18,519 ","18,322 ","7,607 ","10,273 ","5,247 ","4,281 ","4,032 ","9,083 ","8,368 ","11,983 ","15,939 ","26,506 ","22,513 ","11,619 ","11,555 ","11,661 ","11,506 ","11,333 ","7,894 ","8,477 ",,,,,,,,,,,
2015/2/5,"5,827 ","17,115 ","35,700 ","53,905 ","21,346 ","15,289 ","12,381 ","4,241 ","3,473 ","13,306 ","2,431 ","3,823 ","6,727 ","8,618 ","10,495 ","15,975 ","14,515 ","5,181 ","8,402 ","3,090 ","8,236 ","8,504 ","3,878 ","30,865 ","2,233 ","12,301 ","11,540 ","16,095 ","22,133 ","14,932 ","9,713 ","27,996 ","20,019 ","34,310 ","30,801 ","6,726 ","35,893 ","26,934 ","26,702 ","20,911 ","25,151 ","153,001 ","37,982 ","23,733 ","25,417 ","25,407 ","34,753 ","27,921 ","23,774 ","12,480 ","30,067 ","7,821 ","8,989 ","16,452 ","7,742 ","3,752 ","2,723 ","10,627 ","9,417 ","7,249 ","30,823 ",0 ,"15,590 ","6,942 ","19,559 ","18,967 ","29,370 ","36,548 ","42,316 ","25,397 ","27,883 ","69,692 ","20,300 ","31,755 ","41,418 ","25,453 ","60,540 ","21,101 ","18,813 ","15,296 ","11,240 ","10,121 ","29,092 ","15,971 ","6,801 ","6,065 ","37,822 ","21,419 ","19,186 ","19,138 ","7,509 ","10,823 ","5,431 ","4,644 ","4,197 ","9,112 ","8,575 ","12,276 ","16,284 ","27,033 ","23,369 ","11,937 ","11,719 ","11,908 ","11,736 ","11,756 ","7,810 ","8,496 ",,,,,,,,,,,
2015/2/6,"6,243 ","18,079 ","36,846 ","59,799 ","21,828 ","16,343 ","12,607 ","4,449 ","3,511 ","14,126 ","2,441 ","3,917 ","7,268 ","9,225 ","13,449 ","16,463 ","15,263 ","5,283 ","8,968 ","3,274 ","8,530 ","8,906 ","3,730 ","37,038 ","2,303 ","12,657 ","12,346 ","16,702 ","22,162 ","16,277 ","10,192 ","30,390 ","21,682 ","36,161 ","31,730 ","6,791 ","38,001 ","27,919 ","28,378 ","22,711 ","25,163 ","171,233 ","41,439 ","24,971 ","26,794 ","26,137 ","38,685 ","30,869 ","25,537 ","12,788 ","31,354 ","8,392 ","9,443 ","18,737 ","8,976 ","3,875 ","2,760 ","10,898 ","10,074 ","7,784 ","33,979 ",0 ,"16,925 ","7,457 ","20,699 ","19,717 ","31,068 ","40,281 ","44,585 ","27,155 ","29,072 ","77,992 ","21,743 ","33,437 ","45,357 ","27,578 ","66,691 ","21,418 ","20,164 ","16,583 ","11,906 ","10,273 ","31,137 ","16,748 ","6,732 ","6,542 ","38,185 ","24,742 ","19,532 ","20,912 ","7,944 ","11,420 ","5,808 ","4,691 ","4,424 ","9,266 ","9,140 ","13,983 ","16,797 ","28,318 ","24,626 ","12,372 ","12,417 ","12,746 ","12,301 ","12,128 ","8,263 ","9,205 ",,,,,,,,,,,
2015/2/7,"4,565 ","12,399 ","23,025 ","60,620 ","15,127 ","11,053 ","9,441 ","3,732 ","3,257 ","10,130 ","2,228 ","3,443 ","10,704 ","7,993 ","12,459 ","6,856 ","7,554 ","4,196 ","8,448 ","3,457 ","6,644 ","7,801 ","1,945 ","31,274 ","2,058 ","12,380 ","10,569 ","14,504 ","17,757 ","16,593 ","9,117 ","33,235 ","21,803 ","29,496 ","26,942 ","4,052 ","34,077 ","24,495 ","23,854 ","20,136 ","15,011 ","171,475 ","41,128 ","21,834 ","21,125 ","24,687 ","43,217 ","30,496 ","23,016 ","10,636 ","27,790 ","6,766 ","7,206 ","17,187 ","10,229 ","3,584 ","2,064 ","8,471 ","9,799 ","6,469 ","41,517 ",0 ,"14,478 ","6,754 ","18,444 ","14,992 ","29,855 ","38,843 ","38,493 ","22,693 ","30,252 ","81,547 ","15,324 ","31,298 ","40,220 ","22,571 ","62,117 ","17,130 ","17,493 ","11,384 ","9,756 ","8,561 ","31,342 ","12,949 ","9,595 ","5,820 ","21,795 ","16,557 ","14,196 ","20,150 ","7,674 ","10,711 ","5,357 ","2,791 ","3,946 ","7,688 ","9,173 ","13,567 ","13,152 ","20,858 ","23,607 ","11,061 ","11,301 ","12,177 ","10,611 ","11,331 ","7,435 ","8,670 ",,,,,,,,,,,
2015/2/8,"4,463 ","10,556 ","19,707 ","51,362 ","12,911 ","9,235 ","7,263 ","3,521 ","2,533 ","7,524 ","1,593 ","2,646 ","7,515 ","8,487 ","12,606 ","5,332 ","5,989 ","3,532 ","6,376 ","2,798 ","5,173 ","6,191 ","1,737 ","19,335 ","1,865 ","10,374 ","8,595 ","11,955 ","15,031 ","13,036 ","7,948 ","27,354 ","17,654 ","22,953 ","22,485 ","3,126 ","28,643 ","20,511 ","19,923 ","16,439 ","11,729 ","165,434 ","35,075 ","16,201 ","18,564 ","25,968 ","35,524 ","25,023 ","22,266 ","7,713 ","20,306 ","5,475 ","5,719 ","13,930 ","9,169 ","2,830 ","1,555 ","6,137 ","7,243 ","7,200 ","32,249 ",0 ,"12,293 ","5,716 ","15,897 ","11,392 ","24,993 ","36,902 ","32,644 ","19,012 ","26,138 ","72,281 ","13,607 ","26,892 ","33,318 ","19,635 ","52,585 ","14,926 ","15,292 ","9,226 ","8,116 ","6,677 ","27,401 ","10,284 ","7,854 ","4,875 ","16,825 ","18,481 ","12,298 ","16,312 ","6,667 ","8,503 ","4,716 ","2,115 ","3,096 ","6,348 ","7,322 ","12,261 ","11,495 ","18,241 ","20,231 ","8,899 ","9,622 ","10,137 ","9,171 ","9,831 ","6,236 ","7,012 ",,,,,,,,,,,
2015/2/9,"5,523 ","16,505 ","33,707 ","52,642 ","20,956 ","14,693 ","11,617 ","4,111 ","3,170 ","12,431 ","2,378 ","3,753 ","5,431 ","7,958 ","10,312 ","15,316 ","13,667 ","4,561 ","8,065 ","2,982 ","7,552 ","7,807 ","3,317 ","30,202 ","2,523 ","11,913 ","11,564 ","15,543 ","20,145 ","14,424 ","9,370 ","30,436 ","19,683 ","34,497 ","26,891 ","6,643 ","35,165 ","25,443 ","26,469 ","20,913 ","25,008 ","157,611 ","36,065 ","24,369 ","24,932 ","23,286 ","33,358 ","27,157 ","23,163 ","11,823 ","29,656 ","7,744 ","8,776 ","16,115 ","7,761 ","3,441 ","2,661 ","10,294 ","9,111 ","7,135 ","32,125 ",0 ,"15,448 ","6,926 ","19,373 ","18,980 ","28,924 ","36,153 ","41,289 ","25,030 ","28,503 ","71,634 ","18,866 ","30,641 ","40,255 ","24,810 ","60,085 ","19,188 ","18,926 ","14,927 ","10,697 ","9,761 ","26,750 ","15,103 ","6,219 ","6,410 ","35,726 ","22,868 ","18,180 ","19,176 ","7,217 ","10,016 ","5,220 ","4,386 ","3,948 ","8,745 ","8,372 ","12,605 ","15,685 ","26,801 ","22,232 ","11,711 ","11,400 ","11,551 ","11,414 ","11,166 ","7,756 ","8,187 ",,,,,,,,,,,
